,標題,分類,內文
118,[問卦] 中國人裝日本人犯法嗎?,Gossiping,"https://x.com/Jam79922967/status/1870337068255396256

男人不是有洞就60分了嗎?

在外地遇到同鄉不是應該更相親相愛嗎?

為什麼要飆罵自己人?

親，不親了嗎?

求卦




"
119,[問卦] 為什麼美中俄不聯合起來 瓜分世界各國?,Gossiping,"我看這些大國與其整天對抗 不如就一起結盟 互相幫助不是更好嗎 然後美國就可以
吃掉南北美洲各國 中國吃掉亞洲各國 俄羅斯吃掉歐洲 這樣川普想要啥運河都不用討論
直接收回來就好 要加關稅也不用管別國怎說 規定要交就交 工廠也可以直接搬回美國
反正那些國家不需要有政府 聽美國的就好 這樣就能重返榮耀了?

"
120,[問卦] 八卦有多少人去花蓮玩的喊個聲好嘛？,Gossiping,"如題

是這樣啦

想要力挺花蓮

但不太想去花蓮

國旅嘛你知道的

想看看這邊有沒有有錢有閒又超級喜歡花蓮的人代表去一下

比方今年已經有去花蓮的

或是明年有計畫去花蓮的

喊個聲好嘛

去花蓮玩三天兩夜一個人準備個一到兩萬夠嗎？會不會被當盤子宰


"
121,[問卦] 台灣算是給89很多賺錢機會的國家嗎?,Gossiping,"
在台灣常常會看到一些89穿金戴銀開雙B


他們也很多手段可以賺的比一般認真上班的上班族多


像是開直播賣來源不明的精品 跳抖音當網紅 開健身房之類的


感覺這類人在日本 中國比較保守的國家應該日子過那麼爽的沒那麼多


台灣算不算是給這些社會底層很多機會變有錢的地方啊?

"
122,Re: [新聞] 英熙登陸高雄港！台灣創紀錄「最大海上,Gossiping,"※ 引述《ffreakk ()》之銘言：
: 英熙登陸高雄港！台灣創紀錄「最大海上娃娃」　600無人機重現《魷魚》角色

這個有點說太過了吧

https://i.imgur.com/9wIOs6a.jpg

台灣的娃娃 是個半殘的

https://youtu.be/azsioT5a9fU?si=94kl3ShnOYhehDGb

泰國的娃娃市長這樣

我怎麼看都不覺得高雄的是最大的

ㄎㄎ

"
123,[問卦] 為什麼台灣這麼擠？,Gossiping,"
是這樣啦
出門到處都是人
百貨 餐廳 商圈都是人
到處都有手搖店 便利商店 小吃攤
摩托車 汽車也是滿滿滿
台灣也太人擠人了吧！

"
124,[問卦] messenger 貼圖壞掉？,Gossiping,"
欸欸肥宅

小妹我台大IU

小妹我媽咪說看不到我的貼圖

我有個朋友她的貼圖我也看不到

是壞掉了嗎？

還是兔兔偷偷惡作劇

小妹我家兔兔喜歡惡作劇

八卦兔兔你們怎麼說

有卦嗎？
"
125,[問卦] 檢警辦案的標準是什麼？,Gossiping,"認真問一個問題

之前夜店殺警案，不管有沒有動手的都被抓去判刑

有動手的甚至不少被判8年以上的重罪

目前新聞說警方帶走2位黑衣人

那其他在旁邊叫囂的也會被法律處理嗎

如果不會，為什麼夜店殺警案沒動手在現場也會被處理

是因為行為比較嚴重(致人於死)還有對象是公權力(警察)呢

但行為一樣都是群聚，然後有人動手有人沒動手

檢警辦案是不是標準還滿不一致的啊？

"
126,[問卦] 齊藤由貴　離婚,Gossiping,"看日媒問事務所
承認離婚是事實

明年出道40週年，有蠻多活動的

最近也在B站的漫應援看到獨家採訪
（以相聚一刻主題曲為採訪重心）
https://b23.tv/FJmglSE


八卦認得她的人多嗎？
有沒有相關的卦？

"
127,[新聞] 國會追星族應援燈抗議！引韓媒大篇幅報導,Gossiping,"國會追星族應援燈抗議！引韓媒大篇幅報導

【新唐人亞太台 2024 年 12 月 21 日訊】台灣國會在野黨，藍白強推3大法案，爭議延
燒，讓公民團體號召「冬季青鳥」上街。其中國民黨黨工，一度批評抗議群眾中，追星族
「像瘋子」，引起爭端。不僅韓式抗議應援燈，滿布街頭，引起韓國媒體，大篇幅報導，
網友直說，台灣也有「台灣之春」。

https://www.youtube.com/watch?v=EoQzxs9WOiE

台灣國會爭議，在野藍白兩黨，強推《選罷法》、《憲訴法》及《財劃法》3大法案，被
多個民團及律師公會，認為審議過程黑箱，剝奪人民權利，號召「青鳥」再度走上街頭。

台灣追星族抗議民眾：「我相信你一定很好奇我們在抗議什麼。我們正在為捍衛我們的民
主而抗議。我們正在抗議國民黨。他們在立法院中掌握了多數席次。而且，你知道嗎？他
們正在積極試圖瓦解我們的民主。」

https://i.epochtimes.com/assets/uploads/2024/12/id14394871-732705.jpg
「追星人」所持的手燈。（林丞奕／大紀元）

不少追星族到立院抗議，一度被國民黨黨工，當面諷刺「像瘋子」。不過追星族抗議群眾
，受到韓國媒體，高度關注。

韓國JTBC新聞主播：「最近台灣針對政治界的抗議示威活動正在進行中。然而是否因受到
近期，韓國示威活動的影響呢？K-POP應援棒也出現在其中。」

韓媒報導指出，出現在南韓國會議事堂前，支持彈劾尹錫悅的抗議應援燈，同樣出現台灣
國會前，不少韓國網友紛紛說出，台灣也有「台灣之春」。

手燈圖像顯示「我的本命是台灣」，及眾偶像應援手燈。儘管受到台灣在野黨人士批評，
但這群追星族表示，這股熱情，可以成為守護台灣民主力量。

https://i.epochtimes.com/assets/uploads/2024/12/id14394877-732729.jpg
立法院會預定審議選罷法等修正草案，立法院外有經濟民主連合等公民團體發起「冬季青
鳥在台北」活動，上午在濟南路1段集結，要求退回3爭議法案，並提出5項訴求。（宋碧
龍／大紀元）


新唐人亞太電視 曾奕豪 甯郁翔 整理報導

https://www.ntdtv.com.tw/b5/20241221/video/400257.html


"
128,[問卦] 桃園區是不是已經屌打中壢區？,Gossiping,"記得很久以前都是中壢屌打桃園區耶

中壢人根本不會自稱桃園人，會很驕傲說自己是中壢人

不過前幾天去桃園火車站附近，發現變化很大耶

百貨公司好幾家，影城，還有唐吉哥德，有點像台北信義區

未來的火車站超級豪華，還有捷運也在興建中

再看看中壢，雖然火車站也要重蓋，但站前那棟黑黑的建築超可怕

車站附近外勞真的比台灣人多，我都不太敢走小巷子

桃園區是不是真的屌打中壢區阿？

"
129,Re: [問卦] 為什麼台灣這麼擠？,Gossiping,"我住鄉下

我一點都不覺得有人 人呢？沒看到人

空蕩蕩的，台灣人都跑去哪了？ 一出門，路上沒半個人

偶爾才有一台車經過 ，我在哪？

台灣人到底都到哪裡去了？好冷，覺得好冷阿。


※ 引述《SergioLeone (窮窮)》之銘言：
: 是這樣啦
: 出門到處都是人
: 百貨 餐廳 商圈都是人
: 到處都有手搖店 便利商店 小吃攤
: 摩托車 汽車也是滿滿滿
: 台灣也太人擠人了吧！
: "
130,Re: [問卦] 高雄又贏，台中輸慘了？ ,Gossiping,"在推文看到一張有意思的圖
去查了相關法條，實在有趣...
只能說出過兩個總統的龍興之地就是不一樣
縣市合併硬是把人數湊齊，但是再掉下去就好笑了

依照地方制度法 
第 4 條
人口聚居達一百二十五萬人以上，且在政治、經濟、文化及都會區域發展上，有特殊需要
之地區得設直轄市。
縣人口聚居達二百萬人以上，未改制為直轄市前，於第三十四條、第五十四條、第五十五
條、第六十二條、第六十六條、第六十七條及其他法律關於直轄市之規定，準用之。
https://i.imgur.com/bpQckUO.jpeg

"
131,[問卦] 南北韓有可能勾結影響大選ㄇ,Gossiping,"南韓總統用選的
但北邊有個境外暗黑敵對勢力
那南北韓有可能互相勾結
然後影響南韓的總統大選ㄇ

"
132,[問卦] 49吋 曲面電競螢幕,Gossiping,"
最近想買一台看盤用的螢幕
也可以是買27吋的三台啦

挑了好久

因為眼睛愈來愈不好

聽說oled  比LED 背光的來的好？

本來看三星那台 49吋 霧面的


現場看感覺蠻舒適的
但網上對三星保固的風評不太好


剩下就AOC，MSI GIGA、ASUS也有49吋的

分別是
asus PG49WCD

AOC PD49

技嘉 AORUS CO49DQ

微星MPG 491CQPX


不知道那台比較推薦？

有卦嗎？
希望護眼ㄧ點
"
133,[問卦] 鐘培生:我和第一位裁判意見一樣 (統贏) ,Gossiping,"上屆拳上勝者 鐘培生在脆上面說

我個人認為統神在第1、2、6回合都有優勢，
而對手在第4、5回合也表現得很好。
第3回合應該是統神微微佔優。
我和第一位裁判的意見一樣。

https://imgur.com/cZp0Jbh


下面留言: https://imgur.com/pgMrdnJ

網友:
鐘老闆，為何裁判不制止蹦闆一直低頭啊
這樣讓拳賽觀賞度下降很多欸
而且判定得分上也很多爭議

鐘培生:
為何裁判不制止toyz 一直低頭？ 我怎麼知道？

"
134,Re: [問卦] 所以另外那46.21%花蓮人是塑膠就對了？,Gossiping,"※ 引述《f21814 (Ting)》之銘言：
: 如題啦幹，這幾天一堆青鳥發文抵制花蓮
: 啊看一下最近兩次花蓮立委投票
: 2020 傅 45.97% 64,060票
: 2024 傅 53.79% 68,786票
: 所以表示還有另外一半的人根本也不是投傅
: 結果被青鳥洗成花蓮人都支持傅所以該被抵制
: 現在是那半人都塑膠，活該被抵制就對了？
: 套上青鳥的價值觀跟濾鏡啦
: 「我又沒投錯票，為什麼還要被抵制？」
: "
135,Re: [問卦] 為何只有台灣電力公司能提供電力？,Gossiping,"應該把台電分拆成台灣電力和台灣電網兩家公司
發電公司確實可以開放私人企業自由競爭
這樣私人企業要開個是最新科技的核電廠都可以了

台電的事業體很大，要調節價格還是很有影響力的
至於綠電不該由台電收購
政策性的補助就應該由政府支出補助，把補助和營利分得清清楚楚的才是好的帳本

台灣電網有多家私人企業監督才能維持電網穩定，不會被小動物攻擊等問題而停電
再加上台電、台電網都有全民當股東才能公開透明的經營

確實應該開放，甚至應該鼓勵創新設立新電廠才對台灣有利


※ 引述《Zcould (宇宙覺青網軍亂源)》之銘言：
: 大家的電都是用台電的
: 但其他大宗物資像油有中油台塑可選
: 水有台水北水兩家
: 瓦斯的選擇更多
: 電力為何只有台灣電力公司一家？

"
136,[問卦] 8+9單挑很弱的遮羞布被掀開了嗎?,Gossiping,"看賽後一群打人的小弟，才有8+9平常經營出來，天不怕地不怕的感覺


但是只有一個上場，還是8+9老大的時候


從頭到尾都只敢看地板，好像天氣太冷找不小雞雞一樣?


對面電玩肥宅瘋狂挑釁，被打到流鼻血，還是在找自己的小雞雞


這一波是不是掀開89單挑很弱的遮羞布了?

"
137,[問卦] 野球太保算是先知嗎,Gossiping,"還記得當時看這部漫畫時一開始很好看

但畫到甲子園時，從久里的食夢球零號 生田的神戶魔球

私德館名倉最後下勾球能投到160畫面還出現計測不能

最後美麗海首里城晶我就沒看完了

這部橫跨20多年的漫畫主要是在抨擊當時日本許多過於保守跟落後的棒球觀念

和根深蒂固的球界制度，也是常常提到野茂和一朗這兩位被視作離經叛道的

人物去刻畫，當然其中過多吹捧美國貶低日本的點也不少，諸如生田是神戶人振作的象徵

還有對球場 球具心存感激，更別說久里吐口水這種不文明的行為了


當中後來一堆投手都能投到160在當時根本是唬爛，而現在別說美國

台日韓150不說，155的都車載斗量了

這部漫畫是不是先知阿

"
138,[問卦] 如何防止被口水噎到?,Gossiping,"又沒有吃東西只是吞個口水就噎到了,需要一直咳才行
這個要怎麼防止

※ 八卦板務請到 GossipPicket 檢舉板實名詢問
※ a.張貼問卦請注意，充實文章內容、是否有專板，本板並非萬能問板。
※ b.一天只能張貼 ""三則"" 問卦，自刪及被刪也算三篇之內，
※   超貼者將被水桶，請注意!
※ c.本看板嚴格禁止政治問卦，發文問卦前請先仔細閱讀相關板規。
※ d.未滿30繁體中文字水桶1個月
※   未滿20繁體中文字水桶2個月
※   未滿10繁體中文字水桶3個月，嚴重者以鬧板論，請注意！
※ (↑看完提醒請刪除ctrl + y)

"
139,[問卦] 好奇問個，拳擊可以作弊嗎？,Gossiping,"
我沒看昨天拳賽
所以不是說昨天的
只是突然好奇
拳賽是可以作弊的嗎？
比如買通裁判等等
常常看到棒球、足球作弊
但好像沒聽過拳擊作弊
還是只是因為平常都沒在看拳擊所以不知道？
"
140,Re: [問卦] 護理師朋友離職了！ 後面還一堆等著走,Gossiping,"※


下面說甚麼把薪水醫師薪水砍給護理師真的

他們低媽兒，醫師已經三十年都領一樣薪水了

而且還有天花板在，比較聰明的學弟妹，畢業都跑

去美國了

為什麼會變這樣，就是錢給不到位啊

疫情的時候又被陳時中狂凹，真的草

為什麼會有財務不夠，因為他媽的政府和在野黨

都不敢調漲健保費啊，幹，調健保很難嗎？

調漲基本上是你的‘’雇主‘’要付比較多

金主爸爸怎麼可以得罪，這才是真正的理由

就算調漲了，10之89先進醫院口袋，再看

他願不願意給醫生和其他醫事人員。

那什麼健保預算花那麼快，因為他什麼新藥都想包

血友病動輒上億，癌症的新藥又超級貴

洗腎的預算也還是居高不下

有發現什麼嗎？老人直接拖垮健保quota

在不漲健保的狀態下，只能凹醫療人員了

通膨通成這樣，只有外銷產業的科技業沒被打趴

反正政府有面子的產業就會一直扶持

真心以為政府愛棒球嗎？真的國球只有贏球而已

傳產爛掉政府有想救嗎？只會萬年一招引進更便宜

的人力給傳產凹



護理師又不是白痴

我在醫院發現，很多家屬都把護士當奴才使喚

非得要我去罵病人或家屬才會收斂點



更何況他們還有扣時數這件事，真是無法理解

這就是護理部凹他們自己人的陋習，沒病人的時候

先回家，病人多的時候，因為之前放太多假，時間

要還給醫院，要說醫界軍中有學長學弟制


護理的學姐學妹制也超可怕的，有時候罵起來像罵

狗一樣，人家也是人生父母養


總之呢，政府如果繼續擺爛

以後大概是波波醫師+印度男護士了

你住院最好屁眼夾緊













 引述《KZS (肚肚怪怪的)》之銘言：
: 如題
: 昨天跟護理師朋友約吃飯 她說她提離職了
: 1月1號正式登出醫學中心
: 現在護理人員薪水大概4-5萬 要輪大夜 花花班
: 還要照顧患者 面對嘔吐物 恐龍家屬
: 拿到的收入和付出根本不成比例
: 而且同一個醫院不只她提離職 新進人員和年輕護理師比例更高
: 她還說
: 健保體制分給醫護的再這樣下去 未來大家最好祈禱自己不要生大病 現實是都吃不飽了
: 沒人會做功德
: 護理師朋友離職 後面還一堆等著走
: 有掛嗎？


"
