,標題,分類,內文
1261,[情報] New Balance 530系列又降到$2099,Lifeismoney,"https://i.imgur.com/gtfzAr6.jpeg
今天看到雅虎NB 530系列又降到$2099
https://reurl.cc/WNoY6y

這次不知道會特價多久
上次也是買完之後馬上又漲到$2400

"
1262,Re: [情報] GoShare 騎乘金 25*1,Lifeismoney,"輸入優惠卷序號

【繼續往前的動力】

騎乘金25元*1
期限1週


"
1263,[新聞] 柚香覺醒307買1送1！八曜和茶「新北2店」,Lifeismoney,"
媒體：ET TODAY
標題：柚香覺醒307買1送1！八曜和茶「新北2店」開幕優惠、新品搶先看
原文網址：https://travel.ettoday.net/article/2833108.htm
記者：蕭筠／台北報導

北部人終於等到！自高雄起家的日式飲品專賣店「八曜和茶」宣布北上展店了，將於「新北三重」、「新北永和」開出2間門市，今（11）日搶先公開新店開幕活動、新品及優惠，至於開幕時間則尚未公布。

八曜和茶宣布插旗「新北三重」、「新北永和」，預計一次開出2家門市，消息曝光後吸引大批網友直呼「終於來了啊啊啊啊啊」、「快來快來～歡迎歡迎」、「開心準備排隊了」、「真的等到天荒地老了」，也有不少人敲碗台北市展店計劃，八曜表示台北仍在找合適地點。

八曜和茶今日搶先公開北部2店的開幕活動、新品及相關優惠，開幕首2天只要於社群平台標記3位朋友，並購買指定飲品「京彩舞伎奶茶」、「308炙燒濃乳」、「浪烤厚焙乳504」及新品「極韻白奶茶系列」，消費滿額即可免費獲得HCY時尚環保提袋1個，100元送1個、200元送2個，以此類推；開幕第3日則祭出人氣飲品「柚香覺醒307買1送1」優惠。

歡慶北部2店開幕，更加碼推出獨家周邊新品「YO307清爽柚香片」，自新北門市開幕日起凡於全台門市購買任一飲品即可以149元加購YO307清爽柚香片-和風bag款，購買2杯可加購2個，以此類推，數量有限、售完為止。

八曜和茶於2017開出首間門市，主打日式和風自然茶、無咖啡因系列深受手搖控喜愛，日前更找來一沐日聯名推出「粉粿柚香307」、「粉粿舞伎406奶茶」，累積超高人氣。

另，「清心福全X貓貓蟲咖波」則宣布加碼推出全新9款聯名杯身，每一款都能看到可愛的咖波擺出各種逗趣動作，還有狗狗、小雞、黑貓蟲、黑貓蟲寶寶等角色也驚喜現身，可愛到不行，10月13日於各門市陸續上市使用。



_________

其他不重要
第三天新北三重跟永和店限定
柚香覺醒買一送一
開幕沒電子支付 真可惜

"
1264,Re: [情報] WeMo 騎乘券,Lifeismoney,"十月優惠碼

OCTWEMOFLY


※ 引述《MEOWWW》之銘言
: 騎乘券兌換序號【JULWEMOFLY】 ，限7/1-7/31輸入
: APP 輸入兌換序號即可享騎乘券 $10*3張
: ————
: 台灣大哥大活動獨享【月騎月環保】活動
: 活動時間：2024/04/01-2024/12/31
: 騎乘券兌換序號【JUNWEMOFLY】 ，限6/1-6/30輸入
: 照以上資訊來看，之後應該也會有：
: AUGWEMOFLY
: SEPWEMOFLY
: OCTWEMOFLY
: NOVWEMOFLY
: DECWEMOFLY
"
1265,[情報] Dyson 二合一甲醛偵測涼風扇空氣,Lifeismoney,"最近想入手空氣清淨機
看到Dyson 推出的空氣清淨機
以前就很想入手Dyson的電器
喜歡它簡約、高質感的外觀
剛好現在有閑商城有優惠
https://reurl.cc/dygMXM

Dyson 二合一甲醛偵測涼風扇空氣清淨機
原價$25,900，優惠價$17,900
還能搭配雙十周年慶滿額現折活動

重點還有贈送濾網
讓我忍不住直接剁手
分享給也喜歡Dyson的朋友
陪我一起剁手吧

"
1266,[情報] LINE禮物新客買指定飲料最低只要3元,Lifeismoney,"LINE禮物新客優惠，購買超商飲料滿25元可折22元
https://giftshop-tw.line.me/coupons

御茶園麥萃無糖麥茶、原萃日式綠茶、飲冰室茶集烏龍奶茶和紅奶茶 折扣後只要3塊
大家可以參考一下



"
1267,[情報] LINE GO $60 乘車金,Lifeismoney,"10/19 前，輸入「生日快樂搭車」
領 $60 乘車金


"
1268,[情報] 全聯可爾必思11元,Lifeismoney,"https://i.imgur.com/AwaTYDx.jpeg
條碼是共用的，比平日的一瓶15（原味跟葡萄味）還便宜。
另外還有加鹽無糖的三瓶40。
11塊應該是史低了。


"
1269,[情報] 7-11 開心卡1000送100點 （Fun遊花蓮）,Lifeismoney,"
開心卡買千送百點又來了，這次有限定在花蓮地區使用。

近期有要去花蓮或花蓮鄉民可以考慮。

ps. 速邁樂花蓮也有站點唷

http://i.imgur.com/jWPTM7Z.jpg

"
1270,[情報] 星巴克 秋日美好境界數位體驗  10/14~25,Lifeismoney,"Autumn Leveled Up 秋日美好境界數位體驗
活動辦法：
10/14(一)-10/25(五)一起完成數位體驗遊戲，可獲得限定的專屬優惠。

加碼活動：
一起分享美好咖啡旅程，於數位體驗遊戲介面，使用單一帳號分享3次給好友，即可獲得隱
藏版驚喜優惠券乙張，兌換期間為獲券日D+2。

活動期間：
10/12(六)-10/13(日)預領券，兌換期間為獲券日D+2，最後兌換至10/27(日)，每日兌換時
間為11:00-20:00。

請記得在有效期限前使用您的優惠！

前往專屬優惠
分享給好友累計達三次 即可獲得驚喜券乙張


注意事項：
活動參與方式：透過門市活動QR Code、星巴克網站活動公告、星巴克APP、星巴克咖啡同好
會頁面及星巴克LINE帳號選單入口取得。
本活動不適用於車道服務、外送外賣、電話預訂與行動預點服務；其他不適用門市如下:台
積電系列門市、松山機場、松機T2、一航廈3F、新二航廈B2、二航廈4F、二航廈5F、二航廈
D3、二航管制4F、小港國際站、青埔、六家、烏日、苗栗高鐵、彰化高鐵、雲林高鐵、嘉義
高鐵、台南高鐵、左營高鐵、南港車站、南港高鐵、松山車站、台鐵一、板橋車站、中壢休
息站、湖口休息站、西湖休息站、泰安南、泰安北、南投休息站、西螺、東山休息站、關廟
南、仁德南、仁德北、古坑休息站、京站、草山、花蓮和平、洄瀾、宜蘭頭城、福隆觀海、
清境、日月潭、中埔穀倉、奇美博物館、墾丁福華、海生館、花蓮理想、龍門、101典藏。
每個帳號每天可享有一次活動參與，獲得優惠憑證，當日活動即結束。至全台門市兌換時，
需出示手機優惠憑證畫面供門市夥伴蓋章確認已兌換。若因消費者手機網路連線問題或其他
個人因素，導致無法兌換優惠，本公司恕不負責。
每次交易最多可兌換同個帳號內的兩張優惠憑證，各優惠憑證不可合併使用，切換帳號請重
新排隊。消費者請留意使用帳號，若因個人操作遺忘登入相關資訊，以致無法兌換優惠，恕
不補發。
優惠憑證會存放於「專屬回饋」中，點選可看到獲得優惠憑證內容。優惠兌換期間與品項以
優惠憑證上說明為準，逾期無效。折扣、優惠、兌換星禮程回饋與優惠、各行銷活動恕不合
併使用。
凡參與本活動，即視同承認及接受本活動注意事項及相關規定，本公司保有隨時修正、暫停
或終止本活動之權利，若有未盡事宜，悉依本公司之相關公告辦理；本公司保留最終解釋及
決定權利，詳細活動辦法依星巴克網站公告為主。
快來試試好手氣吧！立即點選連結抽星巴克好友分享券，美好耶誕，我們就是要一起喝咖啡
！https://event.12cm.com.tw/starbucks/
https://event.12cm.com.tw/starbucks/campaign/autumn_leveled_up/

星巴克領卷活動又開始了。 2個禮拜，今天開始領，禮拜一換約。

"
1271,[情報] 全聯 台鹽水850mlx20瓶 $359,Lifeismoney,"10/12-10/13活動價 平均一瓶$18
應該是近期看到的最低價了
固定在喝的人可以囤起來

https://reurl.cc/pvRODZ




"
1272,Re: [情報] 全聯 歐樂B $317 牙膏 90g*6 + 電動牙刷*,Lifeismoney,"廠商供貨不足
14號原本的活動確定取消
改換另一個新活動12號到14號限時三天

https://i.imgur.com/LYs9smq.jpeg

"
1273,[情報] 妞新聞奶茶券499元,Lifeismoney,"2024奶茶護照
https://reurl.cc/yvagxq
   最強虛擬體驗PASS，今年必喝手搖飲品一次擁有
   共20家夢幻品牌、47杯手搖飲參加
   年度票選最佳飲品，由你決定手搖飲霸主
   兌換體驗時間：2024/10/01~2024/12/31

      "
1274,[情報] 24吋/20吋PC材質行李箱均一價$950,Lifeismoney,"https://i.imgur.com/SBfcf7b.jpeg
雅虎8月就有特價過一次$999
那時候只有賣24吋
這次多了20吋可以選
價格$950也更便宜
如果是需要登機箱的話可以一起參考
https://reurl.cc/Klok1m
領券95折
https://reurl.cc/bYo5p6

另一款前開式的之前賣$1999
https://i.imgur.com/pnYrwBl.jpeg
現在也降價到券後$1615
https://reurl.cc/eyoxYm

"
1275,[情報] 蝦皮麥當勞勁辣鷄腿堡套餐6折,Lifeismoney,"麥當勞
勁辣鷄腿堡+中可+中薯+4塊麥克鷄 $139
https://reurl.cc/jy2rp1
冰美*2 $48
https://reurl.cc/dygalD

漢堡王
4塊雞買一送一 $55
https://reurl.cc/zDL5LN
雙起司牛肉堡+小辣薯球+小洋蔥圈+中茶 $109
https://reurl.cc/A2a3lY
華堡*2+4塊雞+小薯+中茶*2 $269
https://reurl.cc/Llgnz3
Q彈海老牛堡+雙層火烤牛肉堡+4塊雞+小薯+中茶*2 $249
https://reurl.cc/g63YjL

肯德基
蛋堡早餐 $59
https://reurl.cc/93qnmY
咔啦雞腿堡+蛋撻+紅茶 $125
https://reurl.cc/LlgnGL

21風味館
蜂蜜綠買一送一 $40
https://reurl.cc/nv2Yk8
半雞Q藷獨享餐 $198
https://reurl.cc/yv0A5y
炸雞Q藷個人餐 $149
https://reurl.cc/qv2Y9R
招牌21香草烤雞 $385
https://reurl.cc/A2abnp

頂呱呱
老饕熱銷組 $109
https://reurl.cc/2jel4a
黃金雞瓜組 $79
https://reurl.cc/VMgm66

Mister Donut 買10送10 $390
https://reurl.cc/dygq5k

星巴克 大杯那堤*2 $205
https://reurl.cc/Kl5OAp

繳信用卡1%蝦幣回饋
最多50蝦幣
https://reurl.cc/93q0da

不記得信用卡繳費有其他地方可拿回饋
有需要的可以試看看






"
1276,[情報] 全聯線上購雙十國慶優惠,Lifeismoney,"大家雙十有沒幫自己自主連假啊?
我稍微整理了全聯線上購的國慶優惠方便買買

小時達
(一)
10/04-10/13
消費滿1,200輸入優惠碼『歡慶雙十』折180元，
可疊加全支付/PXPay滿1,000送1,000福利點的活動，疊滿相當於77折

(二)
10/10-10/13
紙製品、精肉、海鮮、乳製品 天天激省價+用全支付/PXPay消費滿1,000
贈1,000點限時福利點

https://i.imgur.com/rwa2Q1g.jpeg

分批取
(一)
10/10-10/11
指定的沖泡奶粉、牛奶、豆漿[轉贈]1件贈50點福利點

(二)
10/10-10/13
用全支付/PXPay消費滿1,000贈1,000點限時福利點(可累計)

https://i.imgur.com/lMIbJLu.jpeg

(三)
10/10-10/13
咖啡麵包滿1000贈1000點
搭配全支付/PXPay指定付款合併最高20%

"
1277,[情報] 美亞 Marshall Emberton II 59折,Lifeismoney,"因為 Emberton III 出了, II代大跳水
免運直送台灣含進口費用106.02鎂 只要3400左右
這價位 + 長續航力 + 大音量 = 露營良伴

台灣還在賣5XXX盤子價

https://imgur.com/a/hk3P4Lm.jpg
https://reurl.cc/GpYmex

"
1278,[情報] 好自在 液體衛生棉買一送一,Lifeismoney,"

之前用過吸收力強還蠻舒服的
只是沒特價的話單價就是會偏高
這次換算下來
愛買$7.45/片
momo$14.9/片
供參考
https://reurl.cc/VMg1En
https://reurl.cc/dygWa8
https://imgur.com/a/4LjrmBE


"
1279,"[情報] 烏弄@10/12(六),10/19(六)11:00~20:00台灣原茶系列 買一送一",Lifeismoney,"https://www.facebook.com/photo/?fbid=931415702349357&set=a.549439637213634
@ 烏弄UNOCHA

#好茶會友日 #買一送一

弄粉們～來囉！熱鬧的十月份，除了可愛的臺北時裝週限定聯名杯款外，更有烏弄生日慶
的『好茶會友日-台灣原茶買一送一』活動，邀請大家一起來慶生，品嚐純正台灣茶的細
膩風味

#活動詳情
日期｜2024/10/12(六)、10/19(六)共兩日
時間｜11:00~20:00
內容｜台灣原茶系列 買一送一
○手採阿里山金萱
○名間鄉冬片仔
○金萱烏龍
○碧螺春・綠
○台茶十八號・紅玉
○著涎金萱紅

活動辦法｜
1.每人限購2組，不限同品項，以價高者計費。
2.本活動限門市現場購買自取，不提供外送服務。
3.本活動恕不提供電話及LINE與線上點餐系統訂購。
3.活動飲品可調整甜度/冰量，可另加價點購配料。
4.使用環保杯可折5元(贈送之飲品若使用環保杯將不再予以折價)。
5.本活動不與其他優惠活動併行。
6.本活動飲品消費可累積會員點數/升級積分

活動詳情請依門市現場公告為準，烏弄原生茶飲保留最終修改、變更、活動解釋及取消本
活動之權利。

-
UNOCHA 烏弄原茶 ｜ www.unocha.com.tw
#最靠近你的小茶館
#台灣茶 #功夫茶 #品茗 #品茶
#飲料 #飲料控 #無糖茶

"
1280,Re: [討論] youtube premium土耳其被封,Lifeismoney,"
不清楚是不是bug
從阿根廷被封後跳槽到奈及利亞
8月份奈及利亞也被封了 結果剛剛無聊點訂閱
一看地址電話都是之前的阿根廷資料
價錢也只要2.19美金每月

四處流浪的版友可以試看看
我的信用卡都是同一張 國泰cube
http://i.imgur.com/yaDWkWv.jpg

不清楚能活多久 但目前tv及平板除了訂閱
也沒什麼好選擇了



"
1281,[情報] 全家APP隨買跨店取 霜淇淋五折 20支490元,Lifeismoney,"等一下10點開賣，全家APP隨買跨店取霜淇淋五折，一次要買20支，只賣490元，兌換期限

到2025.02.10，從今天開始算有四個月的使用時間，對能吃得完的朋友來說是很划算的選

擇，不用像平常買一送一那樣，非得一次拿走兩支不可寄杯。


每會員限購2組唷！

-

截圖紀念：

https://i.imgur.com/9RovDQj.png
https://i.imgur.com/j3fFVwG.png
https://i.imgur.com/7hGSyPn.png

"
1282,[情報] 10/10 全家 Fami煮煮 半價,Lifeismoney,"
活動時間&內容：

10/10 10：00-22：00

Fami煮煮冷藏食材包半價

有想嚐鮮的可以趁今天入手

家裡買過烏龍麵跟金沙豆腐 印象不錯~


備註：

食食購跟Fami可合併結帳

一樣有滿$388折$38或滿$600折10%

http://i.imgur.com/EtFMasH.jpg

http://i.imgur.com/uQMJjS3.jpg



"
1283,[情報] 10/09-10/13 全家台新信用卡 300-30,Lifeismoney,"2024/10/9-10/13於全臺全家便利商店實體店舖，以台新信用卡、簽帳金融卡刷卡支付，
或以台新Pay及全盈+PAY綁定台新卡支付，單筆消費滿300元，現折30元(不累折)。
《限額》
刷卡支付回饋限量15,000份
台新Pay支付限量5,000份
全盈+PAY支付回饋總限量15,000份
https://i.imgur.com/EWTJaSs.png

今天早上去全家消費，店員提醒的，跟各位分享
我用實體信用卡刷還有折30
"
1284,[情報] 小米手環9 $523,Lifeismoney,"Y拍周慶活動

今天中午12：00小米手環9 黑/粉兩色 $523
https://reurl.cc/YqbLbo
https://reurl.cc/E6ykvn
https://i.imgur.com/BGLZ1Ie.png

台灣公司貨
保固六個月

"
1285,[情報] 全家小黑瓶 （航空版）70ml 1358,Lifeismoney,"
全家行動購
小黑瓶7ml小樣*5
滿千商品打85折
一次買兩組 =70ml 1358
不另外計算信用卡combo或
全盈+combo全家點數

70ml就算是平行輸入1358這個價錢還是很可以

另外不確定，全家行動購是否開放廠商上架
如若不是，也不用擔心假貨問題
全家自己賣假貨，我想商譽影響比較大
總之，已下單
組數記得剩1百多
https://i.imgur.com/X97OEhO.jpeg
https://i.imgur.com/kpT9bNw.jpeg
"
1286,[情報] 7-11 霜淇淋/思樂冰/酷聖石 買10送10,Lifeismoney," 我看好像沒人PO~

7-11 app 霜淇淋/思樂冰/酷聖石 買10送10

期限到明年2月應該吃的完~


https://i.imgur.com/LYtDden.jpeg





"
